iter	RMSE
143	0.355484084
144	0.3553014192
145	0.3548948837
146	0.3548126965
147	0.3545691173
148	0.354424537
149	0.3542862992
150	0.3541388947
151	0.3539392828
152	0.3537487839
153	0.353502993
154	0.3532935471
155	0.3530385068
156	0.352731077
157	0.352499275
158	0.3522649814
159	0.3520134715
160	0.3517280384
161	0.3515170419
162	0.3513033398
163	0.3510541015
164	0.3505948061
165	0.3503833601
166	0.3499491045
167	0.3495956826
168	0.349372889
169	0.3491760749
170	0.3488184211
171	0.3486696874
172	0.3484611365
173	0.3483139848
174	0.3480825121
175	0.347805096
176	0.3475753079
177	0.3473468908
178	0.3471780576
179	0.3470262842
180	0.3466742288
181	0.3463712382
182	0.3462547208
183	0.3459547113
184	0.345703544
185	0.3455002557
186	0.3451723913
187	0.3449576798
188	0.3448225085
189	0.3445164931
190	0.3443886214
191	0.3441586018
192	0.3439251543
193	0.3437619074
194	0.3435888241
195	0.3432606366
196	0.3430285557
197	0.3427569157
198	0.3425296166
199	0.3422788954
200	0.342028102
201	0.3418211957
202	0.3415333394
203	0.3412691414
204	0.3411361324
205	0.3407642337
206	0.3406255719
207	0.3404010252
208	0.3400806755
209	0.3398441747
210	0.3396283731
211	0.3393055198
212	0.3390391469
213	0.3387351657
214	0.3384367276
215	0.3382292811
216	0.3379980828
217	0.3377509386
218	0.3374115987
219	0.3372207729
220	0.3369621336
221	0.3367022349
222	0.3364941216
223	0.3362523585
224	0.335908631
225	0.3357515118
226	0.3355778924
227	0.3354003299
228	0.3351657274
229	0.3349932198
230	0.3347269999
231	0.3345704058
232	0.3343567961
233	0.3341306891
234	0.3339399668
235	0.333708483
236	0.3334456841
237	0.3333331372
238	0.3331437288
239	0.3328980346
240	0.3327353611
241	0.3325853082
242	0.3322558786
243	0.3318758245
244	0.3317022552
245	0.3315567199
246	0.3313416424
247	0.331111714
248	0.3308652367
249	0.3306424801
250	0.3303758389
251	0.3302647
252	0.330044438
253	0.3299425408
254	0.3298071789
255	0.3296320786
256	0.3293143357
257	0.3290987405
258	0.328873145
259	0.328649679
260	0.3285184827
261	0.3283321021
262	0.3281390392
263	0.3279002784
264	0.3276690686
265	0.3273301857
266	0.327213663
267	0.3271079447
268	0.3268987512
269	0.3266455301
270	0.3264723691
271	0.3263158903
272	0.3261007811
273	0.3258686895
274	0.325553257
275	0.3253312049
276	0.3251800045
277	0.3249906522
278	0.324841231
279	0.3246909228
280	0.3245022115
281	0.3242739809
282	0.3240675629
283	0.32391421
284	0.3237988236
285	0.3236147681
286	0.3233531822
287	0.323138069
288	0.3229590398
289	0.3227959962
290	0.3225044413
291	0.322157178
292	0.3219051324
293	0.3217096624
294	0.3214341334
295	0.3212532846
296	0.3210071687
297	0.3208197571
298	0.3206689686
299	0.3203487204
300	0.3201791487
301	0.3200050034
302	0.3198585879
303	0.3196446967
304	0.3194695596
305	0.3192255374
306	0.3190160532
307	0.3188320964
308	0.3185706711
309	0.3184274649
310	0.3183023944
311	0.3180923676
312	0.3179070629
313	0.3176603532
314	0.3174576883
315	0.3173381726
316	0.3171110997
317	0.3169808726
318	0.3167151465
319	0.3165304658
320	0.316305603
321	0.316195688
322	0.3159931612
323	0.3157794986
324	0.3156552186
325	0.3154360211
326	0.3152393323
327	0.3151520741
328	0.3150389974
329	0.3149247472
330	0.3147189005
331	0.3144592075
332	0.3143139239
333	0.3141262489
334	0.3139228996
335	0.3138056644
336	0.3136367082
337	0.3134530188
338	0.3132466242
339	0.3130910923
340	0.3129249754
341	0.3128003808
342	0.3125994272
343	0.3124348331
344	0.3123296291
345	0.3122682152
346	0.3120247108
347	0.311861401
348	0.3116886296
349	0.3115130126
350	0.3113891947
351	0.3112319264
352	0.3110248448
353	0.3108999093
354	0.3107509782
355	0.3105671979
356	0.3104284466
357	0.310258489
358	0.3100200389
359	0.3098396502
360	0.3096643322
361	0.3096383894
362	0.3095189223
363	0.3093965241
364	0.3092689761
365	0.3091681103
366	0.3090435544
367	0.3089139681
368	0.3087468654
369	0.308538653
370	0.3084104636
371	0.3082727337
372	0.3080699857
373	0.3079522077
374	0.3077741469
375	0.3075558758
376	0.3074239892
377	0.3072579226
378	0.3071029786
379	0.3068841793
380	0.3067064936
381	0.3065653976
382	0.3064107076
383	0.3062930614
384	0.3060665749
385	0.3058716795
386	0.3057130164
387	0.3055333736
388	0.3053385862
389	0.3051261936
390	0.3049468752
391	0.3047627917
392	0.3046484564
393	0.304488838
394	0.3043500454
395	0.3041883069
396	0.3040423725
397	0.3038431836
398	0.3036871693
399	0.3035349779
400	0.3033311869
401	0.3031706241
402	0.302946613
403	0.3027925805
404	0.302763589
405	0.3026060551
406	0.3024210242
407	0.3023324821
408	0.3021653833
409	0.3019818149
410	0.3017820391
411	0.3016266308
412	0.3014479863
413	0.301352527
414	0.3011717246
415	0.3010133634
416	0.3008030048
417	0.3005455097
418	0.300476017
419	0.3003252684
420	0.3002365404
421	0.3001148727
422	0.2999596635
423	0.2997944992
424	0.2996982085
425	0.2994984429
426	0.2992391868
427	0.2990399966
428	0.2989280419
429	0.2988134977
430	0.2986616795
431	0.2985412117
432	0.2984451139
433	0.2982623719
434	0.2981384212
435	0.2979538126
436	0.297804645
437	0.2977049237
438	0.2976152312
439	0.297406403
440	0.2972734959
441	0.2971519852
442	0.2970059417
443	0.2968374627
444	0.2966914753
445	0.2965074225
446	0.2963858904
447	0.296218104
448	0.2960913901
449	0.2959377718
450	0.2958020519
451	0.295659535
452	0.2955272954
453	0.2953346777
454	0.2952061065
455	0.2950379594
456	0.2948592795
457	0.2946984745
458	0.2945937616
459	0.2944895502
460	0.2943272647
461	0.294269487
462	0.2940845284
463	0.2939550492
464	0.2937491296
465	0.2936252029
466	0.2935018133
467	0.2933977197
468	0.2932925797
469	0.2931453098
470	0.2930283347
471	0.2928730449
472	0.2928411042
473	0.2926498442
474	0.2925323502
475	0.2924134141
476	0.2922546002
477	0.2921189712
478	0.2920577832
479	0.2918619226
480	0.2917539093
481	0.2916734591
482	0.2915239142
483	0.2914335629
484	0.2912765091
485	0.2910619203
486	0.2909400682
487	0.2908615219
488	0.2906825314
489	0.2905522876
490	0.2904389919
491	0.2902926968
492	0.2901700164
493	0.290056623
494	0.2899009614
495	0.2897918611
496	0.2896591798
497	0.2895222194
498	0.2893309558
499	0.289181916
500	0.2890651395
501	0.2888933155
502	0.2886960827
503	0.2885954949
504	0.2885123987
505	0.2883733
506	0.2882113828
507	0.2880860666
508	0.2879332511
509	0.287807518
510	0.2876851392
511	0.287575757
512	0.2874525692
513	0.2873296792
514	0.2871903445
515	0.2870549942
516	0.2869814173
517	0.2868660236
518	0.2866961342
519	0.2866705292
520	0.2865163122
521	0.2863962667
522	0.2862945579
523	0.2861265559
524	0.2860579742
525	0.2859141833
526	0.2858414525
527	0.2857452742
528	0.2856318512
529	0.2854977648
530	0.2853374683
531	0.2852209698
532	0.2850886926
533	0.2849393012
534	0.2847871279
535	0.2846882768
536	0.2845791779
537	0.2844575405
538	0.2843253143
539	0.2841813995
540	0.2840872344
541	0.2839535795
542	0.2838416894
543	0.283705879
544	0.2835223403
545	0.2834028556
546	0.2832380339
547	0.2831178527
548	0.2829453575
549	0.2827780436
550	0.2827152497
551	0.282608564
552	0.2824090064
553	0.2822654746
554	0.2821174646
555	0.281922985
556	0.2818439519
557	0.2817603102
558	0.2816839192
559	0.2815424892
560	0.2813581642
561	0.2812029283
562	0.281064595
563	0.2809589613
564	0.280791024
565	0.2806988596
566	0.2805624041
567	0.2804867511
568	0.2803967557
569	0.2802257959
570	0.2801091893
571	0.2799934865
572	0.2798313186
573	0.2797204433
574	0.2796455885
575	0.2795524997
576	0.2794186714
577	0.2793140407
578	0.2791973247
579	0.2790836082
580	0.2790212282
581	0.2789093076
582	0.2786558159
583	0.2785680167
584	0.278451158
585	0.2783232784
586	0.2782058434
587	0.278061107
588	0.2778907556
589	0.2777701037
590	0.2776333287
591	0.2774982005
592	0.2773456756
593	0.2772320243
594	0.2770499337
595	0.2769370923
596	0.2767479735
597	0.2766064308
598	0.2764966458
599	0.2763555131
600	0.2762515844
601	0.2761706187
602	0.2760284015
603	0.2759121425
604	0.2758323248
605	0.275747594
606	0.2756549884
607	0.2755497226
608	0.2754649411
609	0.2753886216
610	0.2752061771
611	0.2750674359
612	0.2749925685
613	0.274841684
614	0.2747426457
615	0.2746202814
616	0.2745404713
617	0.2744882099
618	0.2743242271
619	0.2741791182
620	0.2741206501
621	0.2740238691
622	0.2739946075
623	0.273901828
624	0.2737821098
625	0.2737177847
626	0.2736205475
627	0.2735094458
628	0.2733985943
629	0.2732464115
630	0.2731408715
631	0.2729978387
632	0.2728960862
633	0.2727881106
634	0.2727141746
635	0.2725784838
636	0.2724676116
637	0.272355285
638	0.2721691125
639	0.2720395554
640	0.2718838511
641	0.2717807457
642	0.2715999229
643	0.271468553
644	0.2713629159
645	0.2712571575
646	0.2711891379
647	0.2710964303
648	0.2709393286
649	0.2708149388
650	0.2707077986
651	0.270588964
652	0.2704420711
653	0.2703232998
654	0.2701489838
655	0.2700186528
656	0.2699517348
657	0.2698702403
658	0.2697523771
659	0.2696199686
660	0.2695325487
661	0.269407533
662	0.2692980557
663	0.2691634121
664	0.2691021212
665	0.2689514599
666	0.2688522786
667	0.2687676652
668	0.268691365
669	0.2685922299
670	0.2684196338
671	0.2683255425
672	0.268158225
673	0.268052117
674	0.2679318696
675	0.2678541918
676	0.2677725209
677	0.2676902847
678	0.2675643851
679	0.2674478288
680	0.2673424832
681	0.2671220456
682	0.2670238682
683	0.2669331914
684	0.2668104773
685	0.2666846701
686	0.2665717323
687	0.2664882378
688	0.2663529042
689	0.2662007987
690	0.266073365
691	0.2659703695
692	0.2658541599
693	0.2657177465
694	0.2656045093
695	0.2654977548
696	0.2653551482
697	0.2652631702
698	0.2651478894
699	0.2650301358
700	0.2649425625
701	0.2648921451
702	0.2648421519
703	0.2647157494
704	0.2646245264
705	0.2645218227
706	0.2643866315
707	0.2642349071
708	0.2641508382
709	0.264027172
710	0.2639368226
711	0.2638255158
712	0.2637128746
713	0.2636191023
714	0.2634497887
715	0.2633796385
716	0.263326485
717	0.2632355264
718	0.2630856184
719	0.2629252681
720	0.2628111483
721	0.2627620831
722	0.2626647178
723	0.2625893597
724	0.2624725265
725	0.2623869242
726	0.2622951752
727	0.2622032721
728	0.2621285082
729	0.2619669381
730	0.2618479403
731	0.2616811562
732	0.2615615195
733	0.2614900497
734	0.2614034816
735	0.2613104038
736	0.2612066147
737	0.2610731318
738	0.2610144975
739	0.260881252
740	0.2608071794
741	0.2606947765
742	0.2606019483
743	0.2604678635
744	0.260367971
745	0.260248974
746	0.26013983
747	0.2600636954
748	0.2599768432
749	0.2598759912
750	0.2597583884
751	0.259598729
752	0.2594987201
753	0.2593793024
754	0.2592288695
755	0.2591549133
756	0.2590817208
757	0.2589825003
758	0.2588810123
759	0.2588050258
760	0.2587278365
761	0.2586133165
762	0.2585255282
763	0.2584406649
764	0.2583365468
765	0.2582529697
766	0.2580923471
767	0.2580086157
768	0.2578742274
769	0.2577573457
770	0.2576823738
771	0.2575445616
772	0.2573920567
773	0.2573057866
774	0.2571972193
775	0.2571288037
776	0.2570524411
777	0.2569177083
778	0.2567443833
779	0.2566020307
780	0.256504994
781	0.2564133052
782	0.2562787443
783	0.2562200936
784	0.256086104
785	0.2560002134
786	0.2558901208
787	0.2557879947
788	0.2556495401
789	0.2555290451
790	0.2554538986
791	0.2553778855
792	0.2552512644
793	0.2551372789
794	0.2550667096
795	0.2549500975
796	0.2548566233
797	0.2547868958
798	0.2546923431
799	0.2546112827
800	0.254536281
801	0.2543986689
802	0.2543064509
803	0.2542085705
804	0.2540802586
805	0.2539502287
806	0.2538720531
807	0.2538183776
808	0.2536840149
809	0.2535973348
810	0.2535038037
811	0.2534234045
812	0.2533128869
813	0.2532190989
814	0.2530766726
815	0.2529078718
816	0.2528157412
817	0.2527074579
818	0.25261734
819	0.2524865108
820	0.2523914114
821	0.2522677568
822	0.2521579536
823	0.2520572419
824	0.2519605074
825	0.2519087969
826	0.251828885
827	0.2516864319
828	0.2515653102
829	0.2514557019
830	0.2513243571
831	0.2512123836
832	0.2511124365
833	0.2510533563
834	0.2509871401
835	0.2508664674
836	0.2508007487
837	0.2506697485
838	0.2506021836
839	0.2505163155
840	0.2504052609
841	0.2502776244
842	0.2501787516
843	0.2500697986
844	0.2500023576
845	0.2499161102
846	0.24979497
847	0.2496689809
848	0.2495392358
849	0.249435926
850	0.2493379577
851	0.2492429223
852	0.2491658911
853	0.2490946061
854	0.2490226994
855	0.2489290458
856	0.2488110052
857	0.2487119041
858	0.2485471954
859	0.2484951171
860	0.2483865073
861	0.2482966128
862	0.2482232772
863	0.2481171903
864	0.2479683448
865	0.2478952263
866	0.2477344896
867	0.2475880659
868	0.2475253419
869	0.2474495854
870	0.2473584401
871	0.2472703712
872	0.2472016319
873	0.2471115478
874	0.247059016
875	0.2468905721
876	0.2467877745
877	0.2467025546
878	0.2466268607
879	0.2465890353
880	0.246508777
881	0.2464324911
882	0.2463755209
883	0.2462867231
884	0.2461986111
885	0.246107931
886	0.2460337838
887	0.2459270611
888	0.2457993249
889	0.2457006303
890	0.2455807586
891	0.2454954777
892	0.2454221986
893	0.245305532
894	0.2452161942
895	0.2451261011
896	0.2450458822
897	0.2449303106
898	0.2448667014
899	0.2447261227
900	0.2446316622
901	0.2445160037
902	0.2444587543
903	0.2443578486
904	0.244252549
905	0.244161579
906	0.2441057762
907	0.2440179067
908	0.2439448017
909	0.2438592484
910	0.2438122297
911	0.2436844887
912	0.2435695386
913	0.2434824079
914	0.243397606
915	0.2433232453
916	0.2432289905
917	0.2431255152
918	0.2430607142
919	0.2429592531
920	0.2428671018
921	0.2427747552
922	0.242638664
923	0.2425264565
924	0.2424278974
925	0.2423564321
926	0.2422362826
927	0.2421575962
928	0.2420436945
929	0.2419261982
930	0.2418298496
931	0.2417605092
932	0.2416907615
933	0.2415597799
934	0.2414348783
935	0.2413630137
936	0.2412808747
937	0.2411964565
938	0.2411270887
939	0.2410504376
940	0.241008326
941	0.2408936194
942	0.2407937553
943	0.2406960566
944	0.2406039256
945	0.2405328905
946	0.2403715572
947	0.2403157609
948	0.2402165033
949	0.2401402665
950	0.2400774147
951	0.2399872863
952	0.2399235398
953	0.2398552204
954	0.2397586148
955	0.2396996046
956	0.2396397661
957	0.2395612173
958	0.2394898816
959	0.2394122291
960	0.2393321753
961	0.2392791946
962	0.239221075
963	0.2391319353
964	0.2390334755
965	0.2389054626
966	0.2388116416
967	0.2387124985
968	0.2386359739
969	0.2385668847
970	0.2384528371
971	0.2383611801
972	0.2382336874
973	0.238164585
974	0.2381054174
975	0.2380034911
976	0.2378808541
977	0.2377996163
978	0.2377393054
979	0.2376428494
980	0.2375622527
981	0.2374437924
982	0.2373220267
983	0.2372097452
984	0.2371327748
985	0.2370793693
986	0.2370077825
987	0.2368804449
988	0.2367890964
989	0.2366907617
990	0.2366374831
991	0.2365425027
992	0.236455514
993	0.2363835619
994	0.2362831876
995	0.2362159727
996	0.2361393902
997	0.236070063
998	0.235991784
999	0.2359647171
